# PGM       : FAST
# Author    : Chuntao Chang
# Inf       : satNum Count Statistics
# Time      : 2025-06-01 20:22:52
#             END OF HEADER

+SYS
 gSys  AVE  MIN  MAX
--------------------
    G 11.3    8   14
    E 10.5    6   14
    R  8.0    6   11
    C 22.9   18   28
    J  0.7    0    2
  ALL 53.4   46   62
--------------------
-SYS

+SAT
               epoch    G   E   R   C   J ALL
 2025-01-01 21:46:00   10  11   9  23   1  54
 2025-01-01 21:46:30   10  11   9  23   1  54
 2025-01-01 21:47:00   10  11   9  23   1  54
 2025-01-01 21:47:30   10  11   9  23   1  54
 2025-01-01 21:48:00   10  11   9  22   1  53
 2025-01-01 21:48:30   10  11   9  22   1  53
 2025-01-01 21:49:00   10  11   9  22   1  53
 2025-01-01 21:49:30   10  11   9  22   1  53
 2025-01-01 21:50:00   10  11   9  22   1  53
 2025-01-01 21:50:30   10  11   9  22   1  53
 2025-01-01 21:51:00   10  11   8  22   1  52
 2025-01-01 21:51:30   10  11   8  22   1  52
 2025-01-01 21:52:00   10  11   8  22   1  52
 2025-01-01 21:52:30   10  11   8  22   1  52
 2025-01-01 21:53:00   10  11   8  22   1  52
 2025-01-01 21:53:30   10  11   8  22   1  52
 2025-01-01 21:54:00   10  11   8  22   1  52
 2025-01-01 21:54:30   11  11   8  22   1  53
 2025-01-01 21:55:00   10  11   8  22   1  52
 2025-01-01 21:55:30   11  11   8  22   1  53
 2025-01-01 21:56:00   11  11   9  22   1  54
 2025-01-01 21:56:30   11  11   9  22   1  54
 2025-01-01 21:57:00   11  11   9  22   1  54
 2025-01-01 21:57:30   11  11   9  22   1  54
 2025-01-01 21:58:00   11  11   9  22   1  54
 2025-01-01 21:58:30   11  11   9  22   1  54
 2025-01-01 21:59:00   11  11   9  22   1  54
 2025-01-01 21:59:30   11  11   9  22   1  54
 2025-01-01 22:00:00   10  10   9  23   1  53
 2025-01-01 22:00:30   10  10   9  23   1  53
 2025-01-01 22:01:00   10  10   9  23   1  53
 2025-01-01 22:01:30   10  10   9  22   1  52
 2025-01-01 22:02:00    9  10   9  22   1  51
 2025-01-01 22:02:30    9  10   9  22   1  51
 2025-01-01 22:03:00    9  10   9  22   1  51
 2025-01-01 22:03:30    9  10   9  22   1  51
 2025-01-01 22:04:00    9  10   9  22   1  51
 2025-01-01 22:04:30   10  10   9  22   1  52
 2025-01-01 22:05:00   10  10   9  22   1  52
 2025-01-01 22:05:30   10  10   9  22   1  52
 2025-01-01 22:06:00   10  10   9  23   1  53
 2025-01-01 22:06:30   10  10   9  23   1  53
 2025-01-01 22:07:00   10  10   9  23   1  53
 2025-01-01 22:07:30   10  10   9  23   1  53
 2025-01-01 22:08:00   10  10   9  23   1  53
 2025-01-01 22:08:30   10  10   9  23   1  53
 2025-01-01 22:09:00   10  10   9  23   1  53
 2025-01-01 22:09:30   10  10   9  23   1  53
 2025-01-01 22:10:00   10  10   9  23   1  53
 2025-01-01 22:10:30   10  10   9  24   1  54
 2025-01-01 22:11:00   10  10   9  24   1  54
 2025-01-01 22:11:30   10  10   9  24   1  54
 2025-01-01 22:12:00   10  10   9  24   1  54
 2025-01-01 22:12:30   10  10   9  24   1  54
 2025-01-01 22:13:00   10  10   9  23   1  53
 2025-01-01 22:13:30   10  10   9  23   1  53
 2025-01-01 22:14:00   10  10   9  23   1  53
 2025-01-01 22:14:30   10  10   9  23   1  53
 2025-01-01 22:15:00   10  10   9  23   1  53
 2025-01-01 22:15:30   10  10   9  23   1  53
 2025-01-01 22:16:00   10  10   9  22   1  52
 2025-01-01 22:16:30   10  10   9  23   1  53
 2025-01-01 22:17:00   10  10   9  23   1  53
 2025-01-01 22:17:30   10  10   9  23   1  53
 2025-01-01 22:18:00   10  10   9  23   1  53
 2025-01-01 22:18:30   10  10   9  23   1  53
 2025-01-01 22:19:00   10  10   9  23   1  53
 2025-01-01 22:19:30   10  10   9  22   1  52
 2025-01-01 22:20:00   10  10   9  23   1  53
 2025-01-01 22:20:30   10  10   9  23   1  53
 2025-01-01 22:21:00   10  10   9  23   1  53
 2025-01-01 22:21:30   10  10   9  23   1  53
 2025-01-01 22:22:00   10  10   9  23   1  53
 2025-01-01 22:22:30   10  10   9  23   1  53
 2025-01-01 22:23:00   10   9   9  23   1  52
 2025-01-01 22:23:30   10   9   9  23   1  52
 2025-01-01 22:24:00   10   9   9  23   1  52
 2025-01-01 22:24:30   10   9   9  23   1  52
 2025-01-01 22:25:00   10   9   9  23   1  52
 2025-01-01 22:25:30   10   9   9  22   1  51
 2025-01-01 22:26:00   10   9   9  22   1  51
 2025-01-01 22:26:30   10   9   9  22   1  51
 2025-01-01 22:27:00   10   9   9  21   1  50
 2025-01-01 22:27:30   10   9   9  21   1  50
 2025-01-01 22:28:00   10   9   9  22   1  51
 2025-01-01 22:28:30   10   9   9  21   1  50
 2025-01-01 22:29:00   10   9   9  22   1  51
 2025-01-01 22:29:30   10   9   9  22   1  51
 2025-01-01 22:30:00   10   9   9  21   1  50
 2025-01-01 22:30:30   10   9   9  21   1  50
 2025-01-01 22:31:00   10   9   9  22   1  51
 2025-01-01 22:31:30   10   9   9  21   1  50
 2025-01-01 22:32:00   10   9   9  22   1  51
 2025-01-01 22:32:30   10   9   9  21   1  50
 2025-01-01 22:33:00   10   9   9  22   1  51
 2025-01-01 22:33:30   10   9   9  21   1  50
 2025-01-01 22:34:00   10   9   9  21   1  50
 2025-01-01 22:34:30   10   9   9  21   1  50
 2025-01-01 22:35:00   10   9   9  21   1  50
 2025-01-01 22:35:30   10   9   9  21   1  50
 2025-01-01 22:36:00   10   9   9  22   1  51
 2025-01-01 22:36:30   10   9   9  22   1  51
 2025-01-01 22:37:00   10   9   9  22   1  51
 2025-01-01 22:37:30   10   9   9  21   1  50
 2025-01-01 22:38:00   10   9   9  21   1  50
 2025-01-01 22:38:30   10   9   9  21   1  50
 2025-01-01 22:39:00   10   9   9  21   1  50
 2025-01-01 22:39:30   10   9   9  21   1  50
 2025-01-01 22:40:00   10   9   9  22   1  51
 2025-01-01 22:40:30   10   9   9  21   1  50
 2025-01-01 22:41:00   10   9   9  21   1  50
 2025-01-01 22:41:30   10   9   9  22   1  51
 2025-01-01 22:42:00   10   9   9  21   1  50
 2025-01-01 22:42:30   10   9   9  21   1  50
 2025-01-01 22:43:00   10   9   9  21   1  50
 2025-01-01 22:43:30   10   9   9  21   1  50
 2025-01-01 22:44:00   10   9   9  21   1  50
 2025-01-01 22:44:30   10   9   9  21   1  50
 2025-01-01 22:45:00   10   9   9  21   1  50
 2025-01-01 22:45:30   10   9   9  21   1  50
 2025-01-01 22:46:00   10   9   9  21   1  50
 2025-01-01 22:46:30   10   9   9  21   1  50
 2025-01-01 22:47:00   10   9   9  21   1  50
 2025-01-01 22:47:30   10   9   9  22   1  51
 2025-01-01 22:48:00    9   9   9  22   1  50
 2025-01-01 22:48:30   10   9   9  22   1  51
 2025-01-01 22:49:00    9   9   9  22   1  50
 2025-01-01 22:49:30    9   9   9  22   1  50
 2025-01-01 22:50:00    9   9   9  22   1  50
 2025-01-01 22:50:30    9   9   9  23   1  51
 2025-01-01 22:51:00    9   9   9  22   1  50
 2025-01-01 22:51:30    9   9   9  22   1  50
 2025-01-01 22:52:00    9   9   9  22   1  50
 2025-01-01 22:52:30    9   9   9  22   1  50
 2025-01-01 22:53:00    9   9   9  22   1  50
 2025-01-01 22:53:30    9   9  10  23   1  52
 2025-01-01 22:54:00    9   9  10  22   1  51
 2025-01-01 22:54:30    9   9  10  22   1  51
 2025-01-01 22:55:00    9   9  10  23   1  52
 2025-01-01 22:55:30    9   9  10  22   1  51
 2025-01-01 22:56:00    9   9  10  22   1  51
 2025-01-01 22:56:30    9   9  10  22   1  51
 2025-01-01 22:57:00    9   9  10  23   1  52
 2025-01-01 22:57:30    9   9  10  22   1  51
 2025-01-01 22:58:00    9   9  10  22   1  51
 2025-01-01 22:58:30    9   9  10  22   1  51
 2025-01-01 22:59:00    9   9  10  22   1  51
 2025-01-01 22:59:30    9   9  10  22   1  51
 2025-01-01 23:00:00    9   9  10  22   1  51
 2025-01-01 23:00:30    9   9  10  22   1  51
 2025-01-01 23:01:00    9  10  10  22   1  52
 2025-01-01 23:01:30    9  10  10  22   1  52
 2025-01-01 23:02:00    9  10   9  22   1  51
 2025-01-01 23:02:30    9  10   9  22   1  51
 2025-01-01 23:03:00    9  10   9  22   1  51
 2025-01-01 23:03:30    9  10   9  22   1  51
 2025-01-01 23:04:00    9  10   9  22   1  51
 2025-01-01 23:04:30    9  10   9  22   1  51
 2025-01-01 23:05:00    9  10   9  22   1  51
 2025-01-01 23:05:30    9  10   9  22   1  51
 2025-01-01 23:06:00    9  10   9  22   1  51
 2025-01-01 23:06:30    9  10   9  22   1  51
 2025-01-01 23:07:00    9  10   9  22   1  51
 2025-01-01 23:07:30    9  10   8  22   1  50
 2025-01-01 23:08:00    9  10   8  22   1  50
 2025-01-01 23:08:30    9  10   8  22   1  50
 2025-01-01 23:09:00    9  10   8  22   1  50
 2025-01-01 23:09:30    9  10   8  22   1  50
 2025-01-01 23:10:00    9  10   8  22   1  50
 2025-01-01 23:10:30    9  10   8  22   1  50
 2025-01-01 23:11:00    9  10   8  22   1  50
 2025-01-01 23:11:30    9  10   8  22   1  50
 2025-01-01 23:12:00    9  10   8  22   1  50
 2025-01-01 23:12:30    9  10   8  22   1  50
 2025-01-01 23:13:00    9  10   8  22   1  50
 2025-01-01 23:13:30    9  10   8  22   1  50
 2025-01-01 23:14:00    9  10   8  22   1  50
 2025-01-01 23:14:30    9  10   8  22   1  50
 2025-01-01 23:15:00    9  10   8  22   1  50
 2025-01-01 23:15:30    9  10   8  22   1  50
 2025-01-01 23:16:00    9  10   8  23   1  51
 2025-01-01 23:16:30    9  10   8  23   1  51
 2025-01-01 23:17:00    9  10   8  23   1  51
 2025-01-01 23:17:30    9  10   8  23   1  51
 2025-01-01 23:18:00    9  10   8  23   1  51
 2025-01-01 23:18:30    9  10   8  23   1  51
 2025-01-01 23:19:00    9  10   8  23   1  51
 2025-01-01 23:19:30    9  10   8  23   1  51
 2025-01-01 23:20:00    9  10   8  23   1  51
 2025-01-01 23:20:30    9  10   8  23   1  51
 2025-01-01 23:21:00    9  10   8  23   1  51
 2025-01-01 23:21:30    9  10   8  23   1  51
 2025-01-01 23:22:00    9  10   8  23   1  51
 2025-01-01 23:22:30    9  10   8  23   1  51
 2025-01-01 23:23:00    9  10   8  23   1  51
 2025-01-01 23:23:30    9  10   8  23   1  51
 2025-01-01 23:24:00    9   9   8  23   1  50
 2025-01-01 23:24:30    9   9   8  23   1  50
 2025-01-01 23:25:00    9   9   8  23   1  50
 2025-01-01 23:25:30    9   9   8  24   1  51
 2025-01-01 23:26:00    9   9   8  24   1  51
 2025-01-01 23:26:30    9   9   8  24   1  51
 2025-01-01 23:27:00    9   9   8  24   1  51
 2025-01-01 23:27:30    9   9   8  24   1  51
 2025-01-01 23:28:00    9   9   8  24   1  51
 2025-01-01 23:28:30    9   9   8  24   1  51
 2025-01-01 23:29:00    9   9   8  24   1  51
 2025-01-01 23:29:30    9   9   8  23   1  50
 2025-01-01 23:30:00    9   9   8  22   1  49
 2025-01-01 23:30:30    9   9   8  22   1  49
 2025-01-01 23:31:00    9   9   8  23   1  50
 2025-01-01 23:31:30    9   9   8  23   1  50
 2025-01-01 23:32:00    9   9   8  23   1  50
 2025-01-01 23:32:30    9   9   8  23   1  50
 2025-01-01 23:33:00    9   9   8  23   1  50
 2025-01-01 23:33:30    9   9   8  23   1  50
 2025-01-01 23:34:00    9   9   8  23   1  50
 2025-01-01 23:34:30    9   9   8  23   1  50
 2025-01-01 23:35:00    9   9   8  23   1  50
 2025-01-01 23:35:30    9   9   8  23   1  50
 2025-01-01 23:36:00    9   9   8  23   1  50
 2025-01-01 23:36:30    9   9   8  23   1  50
 2025-01-01 23:37:00    9   9   8  23   1  50
 2025-01-01 23:37:30   10   9   8  23   1  51
 2025-01-01 23:38:00   11   9   8  23   1  52
 2025-01-01 23:38:30   10   9   8  23   1  51
 2025-01-01 23:39:00   10  10   8  24   1  53
 2025-01-01 23:39:30   10  10   8  24   1  53
 2025-01-01 23:40:00   10  10   8  24   1  53
 2025-01-01 23:40:30   10  10   8  24   1  53
 2025-01-01 23:41:00   10  10   8  24   1  53
 2025-01-01 23:41:30   10  10   8  24   1  53
 2025-01-01 23:42:00   10  10   8  24   1  53
 2025-01-01 23:42:30   10  10   8  24   1  53
 2025-01-01 23:43:00   10  10   8  24   1  53
 2025-01-01 23:43:30   10  10   8  24   1  53
 2025-01-01 23:44:00   10  10   8  24   1  53
 2025-01-01 23:44:30   10  10   8  24   1  53
 2025-01-01 23:45:00   10  10   8  24   1  53
 2025-01-01 23:45:30   10  10   8  24   1  53
 2025-01-01 23:46:00   10  10   8  24   1  53
 2025-01-01 23:46:30   10  10   8  24   1  53
 2025-01-01 23:47:00   10  10   8  24   1  53
 2025-01-01 23:47:30   10  10   8  24   1  53
 2025-01-01 23:48:00   10  10   8  24   1  53
 2025-01-01 23:48:30   10  10   8  24   1  53
 2025-01-01 23:49:00   10  10   8  24   1  53
 2025-01-01 23:49:30   10  10   8  24   1  53
 2025-01-01 23:50:00   10  10   8  24   1  53
 2025-01-01 23:50:30   10  10   8  24   1  53
 2025-01-01 23:51:00   10  10   8  24   1  53
 2025-01-01 23:51:30   10  10   8  24   1  53
 2025-01-01 23:52:00   10  10   8  24   1  53
 2025-01-01 23:52:30   10  10   8  24   1  53
 2025-01-01 23:53:00   10  10   8  24   1  53
 2025-01-01 23:53:30   10  10   8  25   1  54
 2025-01-01 23:54:00   10  10   8  25   1  54
 2025-01-01 23:54:30   10  10   8  25   1  54
 2025-01-01 23:55:00   10  10   8  25   1  54
 2025-01-01 23:55:30   10  10   8  25   1  54
 2025-01-01 23:56:00   10  10   8  25   1  54
 2025-01-01 23:56:30   10  10   8  25   1  54
 2025-01-01 23:57:00   10  10   8  25   1  54
 2025-01-01 23:57:30   10  10   8  25   1  54
 2025-01-01 23:58:00   10  10   8  25   1  54
 2025-01-01 23:58:30   10  10   8  25   1  54
 2025-01-01 23:59:00   10  10   8  25   1  54
 2025-01-01 23:59:30   11  10   8  25   1  55
-SAT
