#StationName,X,Y,Z,Latitude,Longitude,Height,ReceiverName,ReceiverSatelliteSystem,ReceiverSerialNumber,ReceiverFirmwareVersion,ReceiverElevationCutoff,ReceiverDateInstalled,AntennaName,AntennaRadome,AntennaSerialNumber,AntennaARP,AntennaMarkerUp,AntennaMarkerNorth,AntennaMarkerEast,AntennaDateInstalled,ClockType,ClockInputFrequency,ClockEffectiveDates
CNMR00USA,-5087757.849,3465028.937,1664653.754,15.230,145.743,64.798,TRIMBLE NETR9,GPS+GLO+GAL,5835R50375,5.48,0,2021-05-21T21:25Z,TRM57971.00,NONE,1441004456,BAM,0.0000,0.0000,0.0000,2022-06-13T03:00Z,INTERNAL,,2003-08-07/CCYY-MM-DD
COCO00AUS,-741949.8528,6190961.6634,-1337768.7328,-12.188,96.834,-34.817,SEPT POLARX5,GPS+QZSS+GAL+BDS+GLO+IRNSS,3047905,5.5.0,0,2022-10-31T00:03Z,LEIAR25.R4,NONE,726831,BPA,000.0065,000.0000,000.0000,2021-08-25T00:00Z,INTERNAL,,2009-04-16/(CCYY-MM-DD)
CORD00ARG,2345503.9452,-4910842.9601,-3316365.5474,-31.528,-64.470,747.481,SEPT POLARX5,GPS+GLO+GAL+BDS,3025646,5.5.0,0,2023-02-28T04:44Z,TPSCR.G3,NONE,383-0362,BPA,0.0922,0.0000,0.0000,2013-08-28T00:00Z,INTERNAL,,1999-07-27/CCYY-MM-DD
COSO00USA,-2411148.2861,-4571430.2322,3727461.4502,35.982,-117.809,1455.582,SEPT POLARX5,GPS+GLO+GAL+SBAS,3012249,5.3.0,0,2019-12-12T21:37Z,TWIVC6150,SCIS,VC6150L1907310007,BPA,0.2430,0.0000,0.0000,2019-12-12T21:37Z,INTERNAL,,1995-08-16/(CCYY-MM-DD)
COTE00ATA,-1285757.4165,417822.4915,-6214230.8473,-77.806,161.998,1878.554,TRIMBLE NETR9,GPS+GLO,5034K69672,5.22,0,2018-11-06T04:28Z,TRM59800.00,SCIS,4852A62823,BPA,0.0000,0.0000,0.0000,2017-01-02T13:21Z,INTERNAL,,2008-01-29/CCYY-MM-DD
COYQ00CHL,1391587.0,-4255574.0,-4527926.0,-45.514,-71.892,476.277,TRIMBLE NETR9,GPS,5250K54757,5.01,3,2017-06-01T20:50Z,ASH700936D_M,SNOW,12479,BPA,0.0000,0.0000,0.0000,1999-01-01T00:00Z,INTERNAL,,1999-01-01/CCYY-MM-DD
CPNM00THA,-1020874.496,6183763.086,1179096.215,10.725,99.374, 9.545,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,5426R48963,5.37,0,2019-04-17T05:01Z,JAVRINGANT_DM,SCIS,00469,BPA,0.0000,0.0000,0.0000,2013-04-04T00:00Z,INTERNAL,,2013-04-04/CCYY-MM-DD
CPVG00CPV,5626883.4267,-2380932.5096,1824483.8747,16.732,-22.935,94.494,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+SBAS,6023R40120,6.16,0,2023-03-09T12:36Z,TRM59800.00,NONE,5138354328,BPA,0.4300,0.0000,0.0000,2013-10-22T00:00Z,INTERNAL,,2013-10-22/CCYY-MM-DD
CRFP00USA,-2410446.7968,-4710490.3879,3550422.4952,34.039,-117.100,689.238,TRIMBLE NETR9,GPS+GLO+SBAS,5251K41042,5.37,5,2021-02-25T00:00Z,TRM57971.00,NONE,5000115161,BAM,0.0355,0.0000,0.0000,2013-12-12T21:55Z,INTERNAL,,1994-06-15/CCYY-MM-DD
CRO100VIR,2607771.494,-5488076.997,1932768.0602,17.757,-64.584,-31.092,SEPT POLARX5TR,GPS+GLO+GAL+BDS,3222540,5.5.0,0,2023-02-28T05:01Z,JAVRINGANT_DM,SCIS,00843,BPA,0.6435,0.000,0.000,2015-09-24T17:00Z,EXTERNAL H-MASER,10 ,2021-03-12/CCYY-MM-DD
CUIB00BRA,3430711.4,-5099641.5,-1699432.9,-15.555,-56.070,237.785,SEPT POLARX5S,GPS+GLO+GAL+BDS+SBAS,4601379,5.5.0,0,2023-02-28T15:15Z,SEPCHOKE_B3E6,SPKE,5629,BPA,0.0080,0.0000,0.0000,2020-02-13T18:00Z,INTERNAL,,1997-06-18
CUSV00THA,-1132913.7678,6092530.5657,1504633.5192,13.736,100.534,76.463,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+QZSS,01926,4.1.01,0,2021-07-21T01:43Z,JAVRINGANT_DM,NONE,00918,BPA,0.00,0.00,0.00,2015-06-15T01:00Z,INTERNAL,,2008-05-12/CCYY-MM-DD
CUT000AUS,-2364337.2699,4870285.5624,-3360809.8398,-32.004,115.895,24.403,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS+SBAS,5023K67889,5.45,0,2020-04-30T03:30Z,TRM59800.00,SCIS,4928353386,BPA,0.0000,0.0000,0.0000,2012-02-02T00:00Z,INTERNAL,,2010-07-29/CCYY-MM-DD
CUUT00THA,-1132915.824,6092526.351,1504641.505,13.736,100.534,74.699,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS+SBAS,5427R49036,5.43,0,2019-10-03T17:00Z,TRM57971.00,NONE,5000120293,BAM,0.000,0.000,0.000,2015-01-13T04:27Z,INTERNAL,,2015-01-13/CCYY-MM-DD
CYNE00GUF,3880933.0,-5033206.0,532565.0, 4.822,-52.365,-22.414,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS,3047002,5.3.2,0,2020-02-07T00:00Z,TRM115000.00,NONE,1551000367,BAM,0.00,0.00,0.00,2019-10-23T00:00Z,INTERNAL,,2019-10-23/CCYY-MM-DD
CZTG00ATF,2719994.82,3463392.63,-4598612.94,-46.432,51.855,203.222,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS+SBAS,5950R40228,6.05,0,2021-06-22T00:00Z,LEIAR20,LEIM,16247017,BAM,0.4400,0.0000,0.0000,2014-03-14T12:00Z,INTERNAL,,2014-03-14/CCYY-MM-DD
DAE200KOR,-3120042.274,4084614.722,3764026.818,36.399,127.374,117.244,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,5423R48783,5.37,0,2019-04-18T03:27Z,TRM59800.00,SCIS,4923363230,BPA,0.0000,0.0000,0.0000,2014-04-22T00:00Z,EXTERNAL CESIUM,10,2010-09-15/CCYY-MM-DD
DAEJ00KOR,-3120041.821,4084615.221,3764027.013,36.399,127.374,117.458,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,5412K48145,5.44,5,2020-03-31T05:00Z,TRM59800.00,SCIS,4923363230,BPA,0.0,0.0,0.0,2011-01-12T12:00Z,EXTERNAL CESIUM,10,2010-09-15/CCYY-MM-DD
DAKR00SEN,5886533.48,-1849181.6,1610300.44,14.721,-17.439,52.201,TPS NET-G3A,GPS+GLO,618-01403,4.7 Nov 23 2017 p6,5,2019-03-27T15:54Z,TPSCR.G3,NONE,383-2123,BPA,000.0000,000.0000,000.0000,2011-08-08T00:00Z,INTERNAL,,2011-08-08
DARW00AUS,-4091359.6055,4684606.4197,-1408579.1195,-12.844,131.133,125.502,SEPT POLARX5,GPS+BDS+IRNSS+GLO+GAL+QZSS,3070967,5.5.0,,2022-10-31T03:31Z,JAVRINGANT_DM,NONE,00687,BPA,000.0000,000.0000,000.0000,2017-07-05T00:00Z,INTERNAL,,2008-02-26/(CCYY-MM-DD)
DAV100ATA,486854.4996,2285099.3657,-5914955.7712,-68.577,77.973,44.953,SEPT POLARX5,GPS+GLO+GAL+BDS+IRNSS+QZSS,3012255,5.5.0,0,2022-11-01T00:53Z,LEIAR25.R3,LEIT,09310018,BPA,000.0000,000.0000,000.0000,2011-02-21T00:00Z,INTERNAL,5 ,2009-01-07/(CCYY-MM-DD)
DEAR00ZAF,5017617.2841,2233214.7864,-3234696.1991,-30.665,23.993,1322.122,TRIMBLE ALLOY,GPS+GLO,6048R40089,Nav 5.44 / Boot 5.44,5,2021-05-09T00:00Z,ASH701941.B,SCIS,CRL1999100121,BPA,0.0,0.0,0.0,2000-07-01T00:00Z,INTERNAL,,
DGAR00GBR,1916269.343,6029977.689,-801719.821,-7.270,72.370,-64.345,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS,3018561,5.5.0,0,2023-03-02T17:48Z,ASH701945E_M,NONE,CR620024214,BPA,0.0814,0.0000,0.0000,2004-05-18T00:00Z,INTERNAL,,1996-04-20/CCYY-MM-DD
DHLG00USA,-2319099.26,-4799846.5,3490090.45,33.390,-115.788,-82.630,TPS NET-G3A,GPS+GLO,618-01037,4.7p6,5,2019-03-26T00:00Z,TPSCR.G3,SCIS,383-1895,BPA,0.1224,0.0000,0.0000,2012-06-21T22:43Z,INTERNAL,,1996-04-24/(CCYY-MM-DD)
DJIG00DJI,4583086.1415,4250982.5036,1266243.0645,11.526,42.847,711.812,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS+IRNSS,3052370,5.5.0,0,2022-11-30T15:08Z,TRM59800.00,NONE,5037353965,BPA,  0.4404,  0.0015,  0.0009,2016-08-24T13:15Z,INTERNAL,,2013-12-11/CCYY-MM-DD
DLF100NLD,3924697.942,301124.893,5001905.154,51.986, 4.387,76.283,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS+SBAS,5039K70764,5.45,0,2020-05-16T15:15Z,LEIAR25.R3,LEIT,10030006,BPA,0.0000,0.0000,0.0000,2011-04-15T10:00Z,EXTERNAL CESIUM,10 ,2011-06-22/CCYY-MM-DD
DLTV00VNM,-1978879.097,5920511.651,1311808.34,11.945,108.482,1585.694,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,5423R48782,5.01,0,2015-11-08T00:00Z,JAVRINGANT_DM,SCIS,00450,BPA,0.0000,0.0000,0.0000,2014-12-16T00:00Z,INTERNAL,,2014-12-16/CCYY-MM-DD
DRAG00ISR,4432980.662,3149432.093,3322110.441,31.593,35.392,32.225,JAVAD TRE_3 DELTA,GPS+GLO,02631,3.6.14,0,2019-01-24,ASH700936D_M,SNOW,CR14346,BPA,0.0000,0.0000,0.0000,2000-02-07T00:00Z,INTERNAL,,2000-02-07/CCYY-MM-DD
DRAO00CAN,-2059164.682,-3621108.388,4814432.366,49.323,-119.625,542.291,SEPT POLARX5,GPS+GLO+GAL,3022792,5.2.0,5,2019-05-31T05:00Z,TWIVC6050,SCIS,710152202004170097,BPA,0.100,0.000,0.000,2021-09-02T22:45Z,EXTERNAL H-MASER,5 ,2019-05-31/CCYY-MM-DD
DUBO00CAN,-417603.6,-4064529.8,4881432.16,50.259,-95.866,245.695,SEPT POLARX5,GPS+GLO+GAL,3015989,5.2.0,5,2019-02-07T00:10Z,AOAD/M_T,NONE,464,BPA,000.1000,000.0000,000.0000,2015-10-23T20:22Z,EXTERNAL RUBIDIUM SYMMETRICOM,10 ,2014-03-26
DUMG00ATA,-1940884.0,1628468.0,-5833720.0,-66.665,140.002,-2.939,LEICA GR25,GPS+GLO+GAL+BDS+QZSS+SBAS,1831465,4.31/6.525,0,2019-01-09T00:00Z,LEIAR25.R4,LEIT,726468,BPA,0.4278,-0.0005,0.0003,2017-01-17T00:00Z,INTERNAL,,2017-01-17T00:00Z
DUND00NZL,-4388121.17,726671.05,-4556535.63,-45.884,170.597,389.288,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,5920R40086,5.45,0,2020-09-22T08:45Z,TRM115000.00,NONE,1551016666,BAM,0.0020,0.0000,0.0000,2019-10-01T00:07Z,INTERNAL,,2005-08-24/CCYY-MM-DD
DYNG00GRC,4595220.016,2039434.081,3912626.007,38.079,23.932,510.995,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS+IRNSS,3034615,5.5.0,0,2022-11-30T14:26Z,TRM59800.00,NONE,5406354930,BPA,2.0180,0.0000,0.0000,2015-09-25T10:00Z,INTERNAL,,2011-05-12/CCYY-MM-DD
EBRE00ESP,4833520.0,41536.0,4147461.0,40.821, 0.492,107.745,LEICA GR50,GPS+GLO+GAL+BDS,1831701,4.61/7.811,0,2022-12-14T14:12Z,LEIAR25.R4,NONE,726359,BPA,0.0770,0.0000,0.0000,2016-12-14T11:07Z,INTERNAL,,1994-05-23/CCYY-MM-DD
EIL300USA,-2296304.083,-1484805.898,5743078.376,64.688,-147.113,177.682,NOV OEM6,GPS,NR023,D28CBA70,0,2021-10-25T00:00Z,TPSCR.G5,TPSH,762-11832,BPA,0.0000,0.0000,0.0000,2015-05-27T00:00Z,EXTERNAL CESIUM /RCVR 1,5 ,2015-06-15/CCYY-MM-DD
EIL400USA,-2296304.083,-1484805.898,5743078.376,64.688,-147.113,177.682,NOV OEM6,GPS,NR050,D28CBA70,0,2021-10-25T00:00Z,TPSCR.G5,TPSH,762-11832,BPA,0.0000,0.0000,0.0000,2015-05-27T00:00Z,EXTERNAL CESIUM /RCVR 2,5 ,2015-06-15/CCYY-MM-DD
ENAO00PRT,4375732.1533,-2329166.8136,4000238.2806,39.091,-28.026,91.974,JAVAD TRE_3,GPS+GLO+GAL+BDS+SBAS,4171758,4.2.01-220630,0,2023-02-03T11:30Z,JAVRINGANT_G5T,NONE,3222C,BAM,0.1206,0.0000,0.0000,2019-07-23T16:30Z,INTERNAL,,2019-07-23/CCYY-MM-DD
EPRT00USA,1768544.556,-4164839.445,4480190.419,44.909,-66.992,30.789,LEICA GR50,GPS+GLO+GAL,1870619,4.30/7.402,0,2019-02-27T21:42Z,LEIAR20,LEIM,20251001,BAM,0.0000,0.0000,0.0000,2018-05-09T22:14Z,INTERNAL,,1998-10-02/CCYY-MM-DD
ESCU00CAN,1852954.53,-3937498.76,4647314.64,47.073,-64.799,-15.592,TRIMBLE NETR9,GPS,5238K52576,5.33,0,2020-08-19T17:30Z,ASH701945E_M,NONE,CR6200323004,BPA,0.1000,0.0000,0.0000,2016-07-10T23:00Z,INTERNAL,,2004-12-09/CCYY-MM-DD
FAA100PYF,-5247393.111,-3076867.223,-1911521.528,-17.555,-149.614,12.543,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+SBAS,4503018,5.4.0,0,2021-01-19T12:00Z,LEIAR25.R4,NONE,725235,BPA,000.1262,000.0000,000.0000,2012-12-05T00:00Z,INTERNAL ,,
FAIR00USA,-2281621.7717,-1453595.9493,5756961.9444,64.978,-147.499,319.623,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,3025777,5.5.0,0,2023-03-02T18:09Z,ASH701945G_M,JPLA,CR5200348003,BPA,0.0863,0.0000,0.0000,2016-08-26T21:30Z,INTERNAL,,2005-12-20/CCYY-MM-DD
FALK00FLK,2106811.344,-3355170.6666,-4981786.3348,-51.694,-57.874,51.275,SEPT POLARX5,GPS+GLO+GAL+BDS,3013579,5.5.0,0,2023-03-02T18:35Z,ASH701945E_M,SCIT,CR6200539006,BPA,0.0083,0.0000,0.0000,2008-07-21T00:00Z,INTERNAL,,2008-07-21/CCYY-MM-DD
FFMJ00DEU,4053455.7,617729.9,4869395.9,50.091, 8.665,178.696,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+SBAS,02884,4.1.06-221128,0,2023-02-08T09:08Z,LEIAR25.R3,LEIT,09050002,BPA,0.0450,0.0000,0.0000,2019-09-04T10:53Z,INTERNAL,,2002-02-18/CCYY-MM-DD
FLIN00CAN,-766174.46,-3611375.32,5184056.22,54.726,-101.978,311.932,SEPT POLARX5,GPS+GLO+GAL,3024870,5.2.0,5,2020-02-18T15:53Z,NOV750.R4,NOVS,9470003,BPA,000.1500,000.0000,000.0000,2018-08-30T15:20Z,INTERNAL,,1996-06-05
FLRS00PRT,4221530.01,-2549242.33,4031397.8,39.454,-31.126,80.286,TRIMBLE ALLOY,GPS+GLO+GAL,5923R40189,6.16,0,2022-11-09T12:59Z,TRM159900.00,NONE,5925338547,BPA,0.0000,0.0000,0.0000,2021-10-20T15:45Z,INTERNAL,,2008-04-09/CCYY-MM-DD
FRDN00CAN,1760543.42,-4080069.4,4560178.6,45.933,-66.660,96.379,SEPT POLARX5,GPS+GLO+GAL,3062293,5.3.2,5,2022-06-30T17:38Z,TPSCR.G3,NONE,383-0933,BPA,000.1000,000.0000,000.0000,2016-08-11T00:00Z,INTERNAL,,2009-11-29
FTNA00WLF,-6178322.4459,-202694.9925,-1566024.4684,-14.308,-178.121,85.262,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS+SBAS,6023R40130,6.16,0,2023-03-09T13:06Z,TRM59800.00,NONE,5112364069,BPA,0.0000,0.0000,0.0000,2012-05-20T08:00Z,INTERNAL,,2012-05-20/CCYY-MM-DD
FUNC00PRT,5143339.43,-1563412.87,3421191.44,32.648,-16.908,78.917,TRIMBLE ALLOY,GPS+GLO+GAL,5923R40269,6.16,0,2022-11-09T15:37Z,TRM159900.00,NONE,5925338548,BPA,0.0000,0.0000,0.0000,2021-01-23T09:18Z,INTERNAL,,2006-07-21/CCYY-MM-DD
GAMB00PYF,-4147126.8085,-4152222.1446,-2490033.108,-23.130,-134.965,81.068,TRIMBLE NETR9,GPS+GLO+GAL+BDS+SBAS,5025K68523,5.56,0,2023-03-21T17:07Z,TRM59800.00,NONE,5406354932,BPA,0.0000,0.0000,0.0000,2014-10-08T22:10Z,INTERNAL,,2011-08-04/CCYY-MM-DD
GAMG00KOR,-3191598.0,4096876.0,3691823.0,35.590,127.920,898.703,SEPT POLARX5TR,GPS+GLO+GAL+BDS+QZSS+SBAS+IRNSS,3022330,5.5.0,0,2022-11-15T10:04Z,LEIAR25.R4,LEIT,726358,BPA,2.0340,0.0000,0.0000,2016-07-12T00:00Z,INTERNAL,,2016-07-12/CCYY-MM-DD
GANP00SVK,3929181.5,1455236.8,4793653.9,49.035,20.323,746.453,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,5813R40021,6.16,0,2022-12-13T09:53Z,TRM59800.00,SCIS,5620361622,BPA,0.3830,0.0000,0.0000,2017-02-06T10:40Z,INTERNAL,,2002-09-04/CCYY-MM-DD
GCGO00USA,-2281623.7799,-1453585.627,5756963.7427,64.978,-147.499,319.623,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+QZSS,02216,4.1.01,0,2021-07-27T01:06Z,JAVRINGANT_DM,SCIS,00981,BPA,0.0083,0.000,0.000,2016-08-26T00:00Z,INTERNAL,,2016-08-26/CCYY-MM-DD
GENO00ITA,4507890.272,707618.974,4441603.008,44.419, 8.921,153.878,LEICA GR30,GPS+GLO+GAL+BDS+SBAS,1705430,4.35/7.504,0,2020-04-17T15:45Z,LEIAR20,NONE,19311020,BAM,0.0000,0.0000,0.0000,2018-03-06T15:45Z,INTERNAL,,1998-07-23/CCYY-MM-DD
GLPS00ECU,-33801.259,-6377516.5276,-82154.3037,-0.743,-90.304, 2.188,SEPT POLARX5,GPS+GLO+GAL+BDS,3013574,5.5.0,0,2023-03-02T19:08Z,ASH701945B_M,SCIT,CR519992104,BPA,0.0083,0.0000,0.0000,2012-12-06T21:45Z,INTERNAL,,2003-01-06/CCYY-MM-DD
GLSV00UKR,3512889.29,2068980.654,4888903.261,50.364,30.497,227.227,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,5821R50277,5.45,0,2020-05-07T17:40Z,TRM115000.00,NONE,1551038935,BAM,0.0000,0.0000,0.0000,2019-06-24T08:05Z,INTERNAL,,2008-11-04/CCYY-MM-DD
GODE00USA,1130773.718,-4831253.581,3994200.422,39.022,-76.827,14.927,SEPT POLARX5TR,GPS+GLO+GAL+BDS,3013928,5.5.0,0,2023-03-02T20:21Z,AOAD/M_T,JPLA,129,BPA,0.0614,0.0000,0.0000,2013-01-30T18:15Z,EXTERNAL H-MASER,10MHz and 1pps,
GODN00USA,1130760.8757,-4831298.688,3994155.1861,39.021,-76.827,18.294,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS,02128,4.1.01,0,2021-07-22T17:21Z,TPSCR.G3,SCIS,383-0151,BPA,0.0083,0.0000,0.0000,2012-01-14T00:00Z,EXTERNAL H2 Maser,5,
GODS00USA,1130752.3046,-4831349.1223,3994098.9504,39.021,-76.827,19.523,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS,02704,4.1.01,0,2021-07-22T17:39Z,JAVRINGANT_DM,SCIS,02083,BPA,0.0083,0.0000,0.0000,2020-09-03T00:00Z,EXTERNAL H2 Maser,10,
GODZ00USA,1130773.867,-4831253.583,3994200.409,39.022,-76.827,14.947,JPS EGGDT,GPS+GLO,LT2078,2.7.0,0.0,2008-06-27T14:54Z,AOAD/M_T,JPLA,129,BPA,0.0614,0.0000,0.0000,2013-01-30T18:15Z,EXTERNAL H-MASER,5 ,2011-03-02T18:10Z/CCYY-MM-DD
GOL200USA,-2353614.316,-4641385.324,3676976.407,35.425,-116.889,987.061,ASHTECH UZ-12,GPS,UC2200524002,CQ00,4,2006-09-27T00:00Z,AOAD/M_T,NONE,401-B,BPA,0.0254,0.0000,0.0000,2011-09-13,EXTERNAL H-MASER,5 ,
GOLD00USA,-2353614.316,-4641385.3523,3676976.434,35.425,-116.889,987.097,JAVAD TRE_G3TH DELTA,GPS+GLO+GAL+QZSS,01538,4.1.01,0,2021-07-15T18:16Z,AOAD/M_T,NONE,401-B,BPA,0.0254,0.0000,0.0000,2011-09-13,EXTERNAL H-Maser ,5,
GOP600CZE,3979319.62,1050311.94,4857064.38,49.914,14.786,593.033,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,3023088,5.4.0,0,2021-02-08T13:42Z,SEPCHOKE_B3E6,SPKE,5287,BPA,0.0653,0.0000,0.0000,2019-04-09T07:10Z,EXTERNAL CESIUM,10 ,2021-09-01/CCYY-MM-DD
GOP700CZE,3979319.64,1050311.92,4857064.37,49.914,14.786,593.035,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,49084,5.37,0,2019-04-23T14:49Z,SEPCHOKE_B3E6,SPKE,5287,BPA,0.0653,0.0000,0.0000,2019-04-09T07:10Z,EXTERNAL CESIUM,10 ,2021-09-01/CCYY-MM-DD
GOPE00CZE,3979316.134,1050312.478,4857067.108,49.914,14.786,593.038,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+IRNSS+SBAS,40016,5.45,0,2020-09-30T16:48Z,TPSCR.G3,TPSH,30161,BPA,0.1114,0.0000,0.0000,2018-07-17T19:08Z,EXTERNAL CESIUM,10 ,2021-09-01/CCYY-MM-DD
GRAC00FRA,4581708.63,556132.23,4389340.93,43.754, 6.921,1320.227,LEICA GR50,GPS+GLO+GAL+BDS+SBAS,1834679,4.51,0,2022-02-11T11:00Z,TRM57971.00,NONE,5000113989,BAM,0.0500,0.0000,0.0000,2015-03-10T13:00Z,INTERNAL,,2000-04-01/CCYY-MM-DD
GRAS00FRA,4581690.811,556114.972,4389360.88,43.755, 6.921,1319.745,TRIMBLE NETR9,GPS+GLO+GAL+BDS+SBAS,5340K46122,5.56,0,2023-03-09T09:55Z,ASH701945E_M,NONE,CR520024222,BPA,0.0350,0.0000,0.0000,2004-10-21T09:00Z,INTERNAL,,2021-10-06/CCYY-MM-DD
GRAZ00AUT,4194424.124,1162702.46,4647245.193,47.067,15.493,538.718,SEPT POLARX5,GPS+GLO+GAL+BDS,4501501,5.5.0,0,2022-09-20T06:19Z,LEIAR25.R4,LEIT,726444,BPA,1.9640,0.0000,0.0000,2017-11-23T09:42Z,INTERNAL,,2005-03-17/CCYY-MM-DD
GUAM00GUM,-5071312.6574,3568363.6347,1488904.402,13.589,144.868,202.317,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,3025501,5.5.0,0,2023-03-06T21:26Z,JAVRINGANT_DM,SCIS,00842,BPA,0.6229,0.000,0.000,2019-03-07T00:58Z,INTERNAL,,1995-01-20/CCYY-MM-DD
GUAT00GTM,-56063.582,-6174978.67,1596665.267,14.590,-90.520,1520.277,LEICA GRX1200GGPRO,GPS+GLO,355686,8.20/3.055,0,2014-08-13T22:26Z,LEIAR25.R3,LEIT,10190009,BPA,0.0000,0.0000,0.0000,2012-06-12,INTERNAL,,2000-07-28/CCYY-MM-DD
GUUG00USA,-5070465.249,3576460.234,1472093.785,13.433,144.803,135.139,TRIMBLE ALLOY,GPS+GLO+GAL,6026R40024,NP 6.14 / SP 5.54,0,2022-08-10T00:02Z,LEIAR20,LEIM,20251006,BAM,0.0000,0.0000,0.0000,2021-09-23T00:11Z,INTERNAL,,2003-08-27/CCYY-MM-DD
HAL100USA,-5466017.9454,-2404394.6546,2242210.2481,20.707,-156.256,3073.251,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,3025547,5.4.0,0,2021-02-02T23:36Z,JAVRINGANT_DM,SCIS,00982,BPA,0.0083,0,0,2015-02-11T00:00Z,INTERNAL,,2015-02-11/CCYY-MM-DD
HAMD00IRN,3469898.0183,3926741.412,3626961.1469,34.869,48.534,1751.356,TRIMBLE NETR9,GPS+GLO,5044K71333,4.42,10,2011-05-18T00:00Z,TRM57971.00,SCIT,1441036425,BAM,0.000,0.000,0.000,2011-05-18,INTERNAL,,2004-03-17/CCYY-MM-DD
HARB00ZAF,5084657.615,2670325.2503,-2768481.0274,-25.887,27.707,1558.489,SEPT POLARX5TR,GPS+GLO+GAL+BDS+SBAS+IRNSS,3022653,5.5.0,0,2022-12-01T13:06Z,TRM59800.00,NONE,5210354435,BPA,3.0520,0.0000,0.0000,2021-01-22T12:15Z,EXTERNAL CESIUM,10 ,2013-10-28T08:07Z/CCYY-MM-DD
HERS00GBR,4033471.33,23667.86,4924300.35,50.867, 0.336,76.927,SEPT POLARX5TR,GPS+GLO+GAL+BDS+SBAS,3025419,5.4.0,0,2021-02-08T13:45Z,LEIAR25.R3,NONE,10250002,BPA,0.0096,0.0000,0.0000,2010-08-19T12:00Z,EXTERNAL H-MASER,10 ,2022-02-03/CCYY-MM-DD
HERT00GBR,4033461.038,23537.662,4924318.165,50.867, 0.334,83.770,LEICA GRX1200GGPRO,GPS+GLO,355316,7.80/3.055,0,2015-09-18T15:00Z,LEIAT504GG,NONE,200429,BPA,0.0000,0.0000,0.0000,2015-03-03T12:00Z,INTERNAL,,2003-03-12/CCYY-MM-DD
HKSL00HKG,-2393382.414,5393861.187,2412592.401,22.372,113.928,95.712,LEICA GR50,GPS+GLO+GAL+BDS,1870250,4.52/7.711,0,2022-06-27T03:27Z,LEIAR25.R4,LEIT,725194,BPA,000.0083,000.0000,000.0000,2011-09-07T00:00Z,INTERNAL,,2000-10-07/(CCYY-MM-DD)
HKWS00HKG,-2430579.004,5374285.676,2418956.331,22.434,114.335,64.197,LEICA GR50,GPS+GLO+GAL+BDS,1870257,4.52/7.711,0,2022-06-27T03:17Z,LEIAR25.R4,LEIT,725198,BPA,000.0083,000.0000,000.0000,2011-09-07T00:00Z,INTERNAL,,2004-07-01/(CCYY-MM-DD)
HLFX00CAN,2018905.8,-4069070.52,4462415.41,44.684,-63.611, 3.546,SEPT POLARX5,GPS+GLO+GAL,3046549,5.3.2,5,2022-07-15T14:33Z,TPSCR.G3,NONE,383-0474,BPA,000.1000,000.0000,000.0000,2015-07-23T19:00Z,EXTERNAL RUBIDIUM,10 ,2015-03-02
HNLC00USA,-5506799.0,-2240050.0,2302720.0,21.303,-157.865,22.610,TRIMBLE NETR9,GPS,5114K74682,5.37,,2020-12-11T00:00Z,ASH700936D_M,SNOW,CR14263,BPA,0.0000,,,1997-06-19T02:23Z,INTERNAL,,1997-06-19/CCYY-MM-DD
HNPT00USA,1196626.343,-4846358.5,3956723.115,38.589,-76.130,-27.545,LEICA GR50,GPS+GLO+GAL,1870596,4.30/7.402,0,2021-03-22T16:43Z,LEIAX1202GG,NONE,06300058,BAM,0.0000,0.0000,0.0000,2007-06-14,INTERNAL,,1995-12-13/CCYY-MM-DD
